work_index	section	work_title	target	source_path	source_format	source_parts	output_path	global_transposition	status	error
145	Secular works for five voices	Questi leggiadri odorosetti fiori	string_quartet	data/cpdl/5-voices/sources/145_questi_leggiadri_odorosetti_fiori__02_gesualdo_questi_cpdl.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/145_questi_leggiadri_odorosetti_fiori.musicxml	2	ok	
146	Secular works for five voices	Resta di darmi noia	string_quartet	data/cpdl/5-voices/sources/146_resta_di_darmi_noia__02_resta_di_darmi_noia_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/146_resta_di_darmi_noia.musicxml	0	ok	
147	Secular works for five voices	S'io non miro non moro	string_quartet	data/cpdl/5-voices/sources/147_s_io_non_miro_non_moro__02_sio_non_miro_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/147_s_io_non_miro_non_moro.musicxml	0	ok	
148	Secular works for five voices	Se chiudete nel core	string_quartet	data/cpdl/5-voices/sources/148_se_chiudete_nel_core__02_se_chiudete_nel_core_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/148_se_chiudete_nel_core.musicxml	0	ok	
149	Secular works for five voices	Se così dolce è il duolo	string_quartet	data/cpdl/5-voices/sources/149_se_cosi_dolce_e_il_duolo__01_gesualdo_se_cosi_dolce_e_il_duolo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/149_se_cos_dolce_il_duolo.musicxml	2	ok	
150	Secular works for five voices	Se da sì nobil mano	string_quartet	data/cpdl/5-voices/sources/150_se_da_si_nobil_mano__01_gesualdo_se_da_si_nobil_mano.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/150_se_da_s_nobil_mano.musicxml	0	ok	
151	Secular works for five voices	Se la mia morte brami	string_quartet	data/cpdl/5-voices/sources/151_se_la_mia_morte_brami__02_gesualdo_se_la_mia_morte_brami.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/151_se_la_mia_morte_brami.musicxml	0	ok	
152	Secular works for five voices	Se per lieve ferita	string_quartet	data/cpdl/5-voices/sources/152_se_per_lieve_ferita__02_4_se_per_lieve_ferita.mid	mid	5	data/cpdl/5-voices/reductions/string_quartet/152_se_per_lieve_ferita.musicxml	0	ok	
153	Secular works for five voices	Se piange, ahimè, la donna del mio core	string_quartet	data/cpdl/5-voices/sources/153_se_piange_ahime_la_donna_del_mio_core__01_gesualdo_se_piange_oime_la_donna_del_mio_core.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/153_se_piange_ahim_la_donna_del_mio_core.musicxml	2	ok	
154	Secular works for five voices	Se taccio, il duol s'avanza	string_quartet	data/cpdl/5-voices/sources/154_se_taccio_il_duol_s_avanza__02_gesualdo_se_taccio_il_duol_s_avanza.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/154_se_taccio_il_duol_s_avanza.musicxml	2	ok	
155	Secular works for five voices	Se tu fuggi	string_quartet	data/cpdl/5-voices/sources/155_se_tu_fuggi__02_gesu_20se.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/155_se_tu_fuggi.musicxml	0	ok	
156	Secular works for five voices	Se vi duol il mio duolo	string_quartet	data/cpdl/5-voices/sources/156_se_vi_duol_il_mio_duolo__02_gesu_8se.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/156_se_vi_duol_il_mio_duolo.musicxml	3	ok	
157	Secular works for five voices	Se vi miro pietosa	string_quartet				data/cpdl/5-voices/reductions/string_quartet/157_se_vi_miro_pietosa.musicxml		error	data/cpdl/157_se_vi_miro_pietosa__01_gesualdo_se_vi_miro_pietosa.mxl: reduction failed: Violin I has overlapping source events near measure 21: p0:e51
158	Secular works for five voices	Sento che nel partire	string_quartet	data/cpdl/5-voices/sources/158_sento_che_nel_partire__01_gesualdo_sento_che_nel_partire.mid	mid	5	data/cpdl/5-voices/reductions/string_quartet/158_sento_che_nel_partire.musicxml	3	ok	
159	Secular works for five voices	Son sì belle le rose	string_quartet	data/cpdl/5-voices/sources/159_son_si_belle_le_rose__01_gesualdo_son_si_belle_le_rose.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/159_son_s_belle_le_rose.musicxml	0	ok	
160	Secular works for five voices	Sospirava	string_quartet	data/cpdl/5-voices/sources/160_sospirava__02_sospirava_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/160_sospirava.musicxml	0	ok	
161	Secular works for five voices	Sparge la morte	string_quartet	data/cpdl/5-voices/sources/161_sparge_la_morte__02_sparge_la_morte_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/161_sparge_la_morte.musicxml	3	ok	
162	Secular works for five voices	Sì gioioso mi fanno i dolor miei	string_quartet	data/cpdl/5-voices/sources/162_si_gioioso_mi_fanno_i_dolor_miei__01_gesualdo_si_gioioso_mi_fanno_i_dolor_miei.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/162_s_gioioso_mi_fanno_i_dolor_miei.musicxml	0	ok	
163	Secular works for five voices	T'amo, mia vita	string_quartet	data/cpdl/5-voices/sources/163_t_amo_mia_vita__02_t_amo_mia_vita_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/163_t_amo_mia_vita.musicxml	0	ok	
164	Secular works for five voices	Tall'or sano desio	string_quartet	data/cpdl/5-voices/sources/164_tall_or_sano_desio__02_tall_or_sano_desio_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/164_tall_or_sano_desio.musicxml	-1	ok	
165	Secular works for five voices	Tirsi morir volea	string_quartet	data/cpdl/5-voices/sources/165_tirsi_morir_volea__01_gesualdo_tirsi_morir_volea.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/165_tirsi_morir_volea.musicxml	0	ok	
166	Secular works for five voices	Tu m'uccidi, o crudele	string_quartet	data/cpdl/5-voices/sources/166_tu_m_uccidi_o_crudele__04_gesu_15tu.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/166_tu_m_uccidi_o_crudele.musicxml	0	ok	
167	Secular works for five voices	Tu piangi, o Filli mia	string_quartet	data/cpdl/5-voices/sources/167_tu_piangi_o_filli_mia__02_tu_piangi_o_filli_mia_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/167_tu_piangi_o_filli_mia.musicxml	0	ok	
168	Secular works for five voices	Tu segui, o bella Clori	string_quartet	data/cpdl/5-voices/sources/168_tu_segui_o_bella_clori__02_tu_segui_o_bella_clori_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/168_tu_segui_o_bella_clori.musicxml	0	ok	
169	Secular works for five voices	Veggio sì, dal mio sole	string_quartet				data/cpdl/5-voices/reductions/string_quartet/169_veggio_s_dal_mio_sole.musicxml		error	data/cpdl/169_veggio_si_dal_mio_sole__01_gesualdo_veggio_si_dal_mio_sole.mxl: reduction failed: Violoncello has overlapping source events near measure 18: p4:e42
170	Secular works for five voices	Voi volete ch'io mora	string_quartet	data/cpdl/5-voices/sources/170_voi_volete_ch_io_mora__01_gesualdo_voi_volete_ch_io_mora.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/170_voi_volete_ch_io_mora.musicxml	2	ok	
171	Secular works for five voices	Volan quasi farfalle	string_quartet	data/cpdl/5-voices/sources/171_volan_quasi_farfalle__02_volan_quasi_farfalle_gesualdo.mxl	mxl	5	data/cpdl/5-voices/reductions/string_quartet/171_volan_quasi_farfalle.musicxml	-1	ok	
